customer_id,name,email,customer_type,signup_date,lifetime_value,region
34,Customer_34,customer_34@kalvium.community,Enterprise,2023-01-12,20.88,West
35,Customer_35,customer_35@kalvium.community,Enterprise,2023-01-12,641.19,West
36,Customer_36,customer_36@kalvium.community,SMB,2023-01-12,176.74,Central
37,Customer_37,customer_37@kalvium.community,Startup,2023-01-13,110.38,South
38,Customer_38,customer_38@kalvium.community,Enterprise,2023-01-13,892.58,East
39,Customer_39,customer_39@kalvium.community,Startup,2023-01-13,843.99,Central
40,Customer_40,customer_40@kalvium.community,Startup,2023-01-14,749.16,East
41,Customer_41,customer_41@kalvium.community,Enterprise,2023-01-14,572.74,South
42,Customer_42,customer_42@kalvium.community,Startup,2023-01-14,173.92,West
43,Customer_43,customer_43@kalvium.community,Enterprise,2023-01-15,1363.6,North
44,Customer_44,customer_44@kalvium.community,Enterprise,2023-01-15,1207.36,West
45,Customer_45,customer_45@kalvium.community,Startup,2023-01-15,152.04,Central
46,Customer_46,customer_46@kalvium.community,Startup,2023-01-16,43.89,North
47,Customer_47,customer_47@kalvium.community,Startup,2023-01-16,498.69,Central
48,Customer_48,customer_48@kalvium.community,Startup,2023-01-16,670.41,South
49,Customer_49,customer_49@kalvium.community,Startup,2023-01-17,783.69,North
50,Customer_50,customer_50@kalvium.community,Enterprise,2023-01-17,549.45,Central
51,Customer_51,customer_51@kalvium.community,Enterprise,2023-01-17,0.0,South
52,Customer_52,customer_52@kalvium.community,SMB,2023-01-18,275.29,West
53,Customer_53,customer_53@kalvium.community,Enterprise,2023-01-18,257.86,South
54,Customer_54,customer_54@kalvium.community,SMB,2023-01-18,735.3,East
55,Customer_55,customer_55@kalvium.community,Startup,2023-01-19,273.42,South
56,Customer_56,customer_56@kalvium.community,Enterprise,2023-01-19,456.94,South
57,Customer_57,customer_57@kalvium.community,Enterprise,2023-01-19,331.49,East
58,Customer_58,customer_58@kalvium.community,Enterprise,2023-01-20,989.14,Central
59,Customer_59,customer_59@kalvium.community,Enterprise,2023-01-20,670.2,Central
60,Customer_60,customer_60@kalvium.community,Startup,2023-01-20,282.7,South
61,Customer_61,customer_61@kalvium.community,Startup,2023-01-21,246.89,East
62,Customer_62,customer_62@kalvium.community,Startup,2023-01-21,460.92,East
63,Customer_63,customer_63@kalvium.community,SMB,2023-01-21,535.73,West
64,Customer_64,customer_64@kalvium.community,Startup,2023-01-22,399.46,Central
65,Customer_65,customer_65@kalvium.community,Startup,2023-01-22,1013.81,North
66,Customer_66,customer_66@kalvium.community,Startup,2023-01-22,1786.38,Central
67,Customer_67,customer_67@kalvium.community,Enterprise,2023-01-23,295.04,Central
68,Customer_68,customer_68@kalvium.community,SMB,2023-01-23,1065.98,West
69,Customer_69,customer_69@kalvium.community,Enterprise,2023-01-23,683.51,North
70,Customer_70,customer_70@kalvium.community,Enterprise,2023-01-24,445.28,West
71,Customer_71,customer_71@kalvium.community,SMB,2023-01-24,446.62,North
72,Customer_72,customer_72@kalvium.community,Enterprise,2023-01-24,1599.24,South
73,Customer_73,customer_73@kalvium.community,Enterprise,2023-01-25,1550.42,North
74,Customer_74,customer_74@kalvium.community,SMB,2023-01-25,228.46,West
75,Customer_75,customer_75@kalvium.community,SMB,2023-01-25,866.92,Central
76,Customer_76,customer_76@kalvium.community,SMB,2023-01-26,1897.13,North
77,Customer_77,customer_77@kalvium.community,SMB,2023-01-26,417.64,North
78,Customer_78,customer_78@kalvium.community,Enterprise,2023-01-26,321.77,East
79,Customer_79,customer_79@kalvium.community,Startup,2023-01-27,1114.86,Central
80,Customer_80,customer_80@kalvium.community,Enterprise,2023-01-27,0.0,South
81,Customer_81,customer_81@kalvium.community,SMB,2023-01-27,67.66,West
82,Customer_82,customer_82@kalvium.community,Startup,2023-01-28,1075.55,South
83,Customer_83,customer_83@kalvium.community,Startup,2023-01-28,1118.21,Central
84,Customer_84,customer_84@kalvium.community,Enterprise,2023-01-28,825.86,North
85,Customer_85,customer_85@kalvium.community,Startup,2023-01-29,904.17,North
86,Customer_86,customer_86@kalvium.community,Startup,2023-01-29,559.44,Central
87,Customer_87,customer_87@kalvium.community,SMB,2023-01-29,1440.28,North
88,Customer_88,customer_88@kalvium.community,Startup,2023-01-30,858.07,North
89,Customer_89,customer_89@kalvium.community,SMB,2023-01-30,362.44,North
90,Customer_90,customer_90@kalvium.community,Startup,2023-01-30,973.42,West
91,Customer_91,customer_91@kalvium.community,Enterprise,2023-01-31,363.07,West
92,Customer_92,customer_92@kalvium.community,SMB,2023-01-31,165.2,East
93,Customer_93,customer_93@kalvium.community,SMB,2023-01-31,1101.81,South
94,Customer_94,customer_94@kalvium.community,Startup,2023-02-01,134.56,Central
95,Customer_95,customer_95@kalvium.community,SMB,2023-02-01,370.2,Central
96,Customer_96,customer_96@kalvium.community,Startup,2023-02-01,1507.19,Central
97,Customer_97,customer_97@kalvium.community,Startup,2023-02-02,843.8,East
98,Customer_98,customer_98@kalvium.community,Startup,2023-02-02,896.15,West
99,Customer_99,customer_99@kalvium.community,Enterprise,2023-02-02,163.29,East
100,Customer_100,customer_100@kalvium.community,Enterprise,2023-02-03,740.9,Central
101,Customer_101,customer_101@kalvium.community,Enterprise,2023-02-03,1585.69,South
102,Customer_102,customer_102@kalvium.community,Startup,2023-02-03,956.02,North
103,Customer_103,customer_103@kalvium.community,Startup,2023-02-04,200.5,West
104,Customer_104,customer_104@kalvium.community,Startup,2023-02-04,1461.73,West
105,Customer_105,customer_105@kalvium.community,Enterprise,2023-02-04,534.74,East
106,Customer_106,customer_106@kalvium.community,Enterprise,2023-02-05,596.43,West
107,Customer_107,customer_107@kalvium.community,Startup,2023-02-05,328.81,Central
108,Customer_108,customer_108@kalvium.community,SMB,2023-02-05,124.15,Central
109,Customer_109,customer_109@kalvium.community,Enterprise,2023-02-06,2177.94,East
110,Customer_110,customer_110@kalvium.community,Enterprise,2023-02-06,460.47,Central
111,Customer_111,customer_111@kalvium.community,Startup,2023-02-06,1473.14,South
112,Customer_112,customer_112@kalvium.community,Enterprise,2023-02-07,1720.73,East
113,Customer_113,customer_113@kalvium.community,Enterprise,2023-02-07,1175.86,South
114,Customer_114,customer_114@kalvium.community,SMB,2023-02-07,1308.68,North
115,Customer_115,customer_115@kalvium.community,Startup,2023-02-08,553.37,South
116,Customer_116,customer_116@kalvium.community,SMB,2023-02-08,1006.35,North
117,Customer_117,customer_117@kalvium.community,SMB,2023-02-08,927.59,North
118,Customer_118,customer_118@kalvium.community,Enterprise,2023-02-09,1941.63,South
119,Customer_119,customer_119@kalvium.community,SMB,2023-02-09,159.56,East
120,Customer_120,customer_120@kalvium.community,Startup,2023-02-09,379.15,Central
121,Customer_121,customer_121@kalvium.community,SMB,2023-02-10,250.52,Central
122,Customer_122,customer_122@kalvium.community,SMB,2023-02-10,1149.09,North
123,Customer_123,customer_123@kalvium.community,Startup,2023-02-10,497.39,North
124,Customer_124,customer_124@kalvium.community,Enterprise,2023-02-11,745.28,East
125,Customer_125,customer_125@kalvium.community,Enterprise,2023-02-11,1577.82,West
126,Customer_126,customer_126@kalvium.community,Startup,2023-02-11,468.31,South
127,Customer_127,customer_127@kalvium.community,SMB,2023-02-12,622.92,North
128,Customer_128,customer_128@kalvium.community,SMB,2023-02-12,1365.74,Central
129,Customer_129,customer_129@kalvium.community,Enterprise,2023-02-12,964.9,East
130,Customer_130,customer_130@kalvium.community,Startup,2023-02-13,281.11,South
131,Customer_131,customer_131@kalvium.community,Startup,2023-02-13,647.44,East
132,Customer_132,customer_132@kalvium.community,Enterprise,2023-02-13,378.53,South
133,Customer_133,customer_133@kalvium.community,Enterprise,2023-02-14,0.0,South
134,Customer_134,customer_134@kalvium.community,Startup,2023-02-14,2080.2,North
135,Customer_135,customer_135@kalvium.community,Enterprise,2023-02-14,445.13,East
136,Customer_136,customer_136@kalvium.community,Startup,2023-02-15,765.7,East
137,Customer_137,customer_137@kalvium.community,Startup,2023-02-15,734.49,Central
138,Customer_138,customer_138@kalvium.community,SMB,2023-02-15,585.85,Central
139,Customer_139,customer_139@kalvium.community,Startup,2023-02-16,1543.67,North
140,Customer_140,customer_140@kalvium.community,Enterprise,2023-02-16,928.32,North
141,Customer_141,customer_141@kalvium.community,Enterprise,2023-02-16,1297.73,West
142,Customer_142,customer_142@kalvium.community,Startup,2023-02-17,477.43,Central
143,Customer_143,customer_143@kalvium.community,Startup,2023-02-17,540.76,South
144,Customer_144,customer_144@kalvium.community,Startup,2023-02-17,1079.17,East
145,Customer_145,customer_145@kalvium.community,Startup,2023-02-18,834.84,North
146,Customer_146,customer_146@kalvium.community,Enterprise,2023-02-18,705.75,East
147,Customer_147,customer_147@kalvium.community,Startup,2023-02-18,1140.33,East
148,Customer_148,customer_148@kalvium.community,Startup,2023-02-19,344.63,West
149,Customer_149,customer_149@kalvium.community,Enterprise,2023-02-19,1363.8,Central
150,Customer_150,customer_150@kalvium.community,Startup,2023-02-19,356.67,North
151,Customer_151,customer_151@kalvium.community,Enterprise,2023-02-20,132.75,East
152,Customer_152,customer_152@kalvium.community,Enterprise,2023-02-20,90.86,North
153,Customer_153,customer_153@kalvium.community,Enterprise,2023-02-20,450.21,South
154,Customer_154,customer_154@kalvium.community,Startup,2023-02-21,1856.9,West
155,Customer_155,customer_155@kalvium.community,Enterprise,2023-02-21,703.99,South
156,Customer_156,customer_156@kalvium.community,Enterprise,2023-02-21,1428.09,North
157,Customer_157,customer_157@kalvium.community,Startup,2023-02-22,146.78,North
158,Customer_158,customer_158@kalvium.community,SMB,2023-02-22,0.0,Central
159,Customer_159,customer_159@kalvium.community,Enterprise,2023-02-22,454.46,East
160,Customer_160,customer_160@kalvium.community,SMB,2023-02-23,401.68,East
161,Customer_161,customer_161@kalvium.community,Startup,2023-02-23,1633.76,South
162,Customer_162,customer_162@kalvium.community,Startup,2023-02-23,1048.72,West
163,Customer_163,customer_163@kalvium.community,Startup,2023-02-24,649.45,East
164,Customer_164,customer_164@kalvium.community,Startup,2023-02-24,2009.01,Central
165,Customer_165,customer_165@kalvium.community,Enterprise,2023-02-24,230.32,South
166,Customer_166,customer_166@kalvium.community,SMB,2023-02-25,1396.76,South
167,Customer_167,customer_167@kalvium.community,Startup,2023-02-25,354.83,Central
168,Customer_168,customer_168@kalvium.community,Enterprise,2023-02-25,433.13,West
169,Customer_169,customer_169@kalvium.community,Enterprise,2023-02-26,420.43,Central
170,Customer_170,customer_170@kalvium.community,Startup,2023-02-26,759.41,West
171,Customer_171,customer_171@kalvium.community,Startup,2023-02-26,924.89,Central
172,Customer_172,customer_172@kalvium.community,Enterprise,2023-02-27,421.83,Central
173,Customer_173,customer_173@kalvium.community,Startup,2023-02-27,896.34,North
174,Customer_174,customer_174@kalvium.community,Enterprise,2023-02-27,0.0,South
175,Customer_175,customer_175@kalvium.community,Startup,2023-02-28,2153.33,Central
176,Customer_176,customer_176@kalvium.community,Enterprise,2023-02-28,556.87,Central
177,Customer_177,customer_177@kalvium.community,Startup,2023-02-28,1376.66,East
178,Customer_178,customer_178@kalvium.community,Startup,2023-03-01,727.91,South
179,Customer_179,customer_179@kalvium.community,Enterprise,2023-03-01,901.24,East
180,Customer_180,customer_180@kalvium.community,Enterprise,2023-03-01,883.59,South
181,Customer_181,customer_181@kalvium.community,Startup,2023-03-02,914.75,East
182,Customer_182,customer_182@kalvium.community,Enterprise,2023-03-02,893.85,Central
183,Customer_183,customer_183@kalvium.community,Enterprise,2023-03-02,920.42,Central
184,Customer_184,customer_184@kalvium.community,SMB,2023-03-03,1156.43,North
185,Customer_185,customer_185@kalvium.community,Startup,2023-03-03,723.89,East
186,Customer_186,customer_186@kalvium.community,Startup,2023-03-03,49.77,West
187,Customer_187,customer_187@kalvium.community,SMB,2023-03-04,1009.98,North
188,Customer_188,customer_188@kalvium.community,Startup,2023-03-04,1465.1,East
189,Customer_189,customer_189@kalvium.community,Startup,2023-03-04,1177.11,East
190,Customer_190,customer_190@kalvium.community,Enterprise,2023-03-05,820.85,North
191,Customer_191,customer_191@kalvium.community,Enterprise,2023-03-05,1121.64,Central
192,Customer_192,customer_192@kalvium.community,SMB,2023-03-05,930.1,East
193,Customer_193,customer_193@kalvium.community,Enterprise,2023-03-06,999.41,Central
194,Customer_194,customer_194@kalvium.community,Startup,2023-03-06,214.41,North
195,Customer_195,customer_195@kalvium.community,Startup,2023-03-06,1931.44,Central
196,Customer_196,customer_196@kalvium.community,Startup,2023-03-07,186.13,South
197,Customer_197,customer_197@kalvium.community,SMB,2023-03-07,933.25,West
198,Customer_198,customer_198@kalvium.community,SMB,2023-03-07,267.72,East
199,Customer_199,customer_199@kalvium.community,SMB,2023-03-08,903.3,West
200,Customer_200,customer_200@kalvium.community,SMB,2023-03-08,1188.51,Central
201,Customer_201,customer_201@kalvium.community,Startup,2023-03-08,971.9,East
202,Customer_202,customer_202@kalvium.community,Enterprise,2023-03-09,1929.8,Central
203,Customer_203,customer_203@kalvium.community,Enterprise,2023-03-09,507.43,South
204,Customer_204,customer_204@kalvium.community,SMB,2023-03-09,963.91,North
205,Customer_205,customer_205@kalvium.community,Startup,2023-03-10,428.46,East
206,Customer_206,customer_206@kalvium.community,Enterprise,2023-03-10,1040.03,South
207,Customer_207,customer_207@kalvium.community,Enterprise,2023-03-10,1064.97,South
208,Customer_208,customer_208@kalvium.community,Startup,2023-03-11,413.45,East
209,Customer_209,customer_209@kalvium.community,Enterprise,2023-03-11,1327.53,Central
210,Customer_210,customer_210@kalvium.community,Enterprise,2023-03-11,1326.92,South
211,Customer_211,customer_211@kalvium.community,Startup,2023-03-12,1617.78,West
212,Customer_212,customer_212@kalvium.community,Startup,2023-03-12,468.64,South
213,Customer_213,customer_213@kalvium.community,Startup,2023-03-12,729.79,Central
214,Customer_214,customer_214@kalvium.community,Enterprise,2023-03-13,1052.62,Central
215,Customer_215,customer_215@kalvium.community,SMB,2023-03-13,692.22,West
216,Customer_216,customer_216@kalvium.community,Enterprise,2023-03-13,276.63,South
217,Customer_217,customer_217@kalvium.community,Startup,2023-03-14,726.49,Central
218,Customer_218,customer_218@kalvium.community,SMB,2023-03-14,698.42,East
219,Customer_219,customer_219@kalvium.community,Startup,2023-03-14,730.67,North
220,Customer_220,customer_220@kalvium.community,SMB,2023-03-15,1731.12,North
221,Customer_221,customer_221@kalvium.community,Startup,2023-03-15,538.52,North
222,Customer_222,customer_222@kalvium.community,Startup,2023-03-15,859.32,South
223,Customer_223,customer_223@kalvium.community,Enterprise,2023-03-16,1598.47,West
224,Customer_224,customer_224@kalvium.community,Startup,2023-03-16,1418.59,Central
225,Customer_225,customer_225@kalvium.community,Startup,2023-03-16,1094.46,East
226,Customer_226,customer_226@kalvium.community,Enterprise,2023-03-17,1257.87,East
227,Customer_227,customer_227@kalvium.community,Enterprise,2023-03-17,1163.93,South
228,Customer_228,customer_228@kalvium.community,Startup,2023-03-17,328.65,North
229,Customer_229,customer_229@kalvium.community,SMB,2023-03-18,496.37,South
230,Customer_230,customer_230@kalvium.community,Startup,2023-03-18,408.31,West
231,Customer_231,customer_231@kalvium.community,SMB,2023-03-18,33.6,West
232,Customer_232,customer_232@kalvium.community,Startup,2023-03-19,871.73,Central
233,Customer_233,customer_233@kalvium.community,Startup,2023-03-19,1410.28,Central
234,Customer_234,customer_234@kalvium.community,Startup,2023-03-19,359.48,West
235,Customer_235,customer_235@kalvium.community,Enterprise,2023-03-20,1318.01,West
236,Customer_236,customer_236@kalvium.community,SMB,2023-03-20,701.81,West
237,Customer_237,customer_237@kalvium.community,Startup,2023-03-20,760.82,South
238,Customer_238,customer_238@kalvium.community,Enterprise,2023-03-21,694.3,West
239,Customer_239,customer_239@kalvium.community,Startup,2023-03-21,530.25,East
240,Customer_240,customer_240@kalvium.community,Enterprise,2023-03-21,167.56,North
241,Customer_241,customer_241@kalvium.community,Enterprise,2023-03-22,624.72,West
242,Customer_242,customer_242@kalvium.community,Enterprise,2023-03-22,324.0,North
243,Customer_243,customer_243@kalvium.community,Enterprise,2023-03-22,387.1,South
244,Customer_244,customer_244@kalvium.community,Startup,2023-03-23,427.4,North
245,Customer_245,customer_245@kalvium.community,Enterprise,2023-03-23,1162.3,South
246,Customer_246,customer_246@kalvium.community,Enterprise,2023-03-23,567.77,East
247,Customer_247,customer_247@kalvium.community,Startup,2023-03-24,1808.63,South
248,Customer_248,customer_248@kalvium.community,Enterprise,2023-03-24,659.95,South
249,Customer_249,customer_249@kalvium.community,Enterprise,2023-03-24,343.93,Central
250,Customer_250,customer_250@kalvium.community,SMB,2023-03-25,569.09,West
251,Customer_251,customer_251@kalvium.community,Startup,2023-03-25,645.93,West
252,Customer_252,customer_252@kalvium.community,Startup,2023-03-25,490.16,East
253,Customer_253,customer_253@kalvium.community,SMB,2023-03-26,385.32,East
254,Customer_254,customer_254@kalvium.community,Startup,2023-03-26,346.64,West
255,Customer_255,customer_255@kalvium.community,Enterprise,2023-03-26,1625.07,Central
256,Customer_256,customer_256@kalvium.community,Startup,2023-03-27,788.09,West
257,Customer_257,customer_257@kalvium.community,Enterprise,2023-03-27,973.33,Central
258,Customer_258,customer_258@kalvium.community,Startup,2023-03-27,418.97,East
259,Customer_259,customer_259@kalvium.community,Startup,2023-03-28,460.26,North
260,Customer_260,customer_260@kalvium.community,Enterprise,2023-03-28,1292.69,East
261,Customer_261,customer_261@kalvium.community,Startup,2023-03-28,787.19,East
262,Customer_262,customer_262@kalvium.community,Enterprise,2023-03-29,624.72,South
263,Customer_263,customer_263@kalvium.community,Enterprise,2023-03-29,634.48,South
264,Customer_264,customer_264@kalvium.community,Startup,2023-03-29,343.33,South
265,Customer_265,customer_265@kalvium.community,SMB,2023-03-30,702.4,South
266,Customer_266,customer_266@kalvium.community,SMB,2023-03-30,348.64,Central
267,Customer_267,customer_267@kalvium.community,Startup,2023-03-30,459.78,West
268,Customer_268,customer_268@kalvium.community,SMB,2023-03-31,2138.3,North
269,Customer_269,customer_269@kalvium.community,Startup,2023-03-31,983.38,East
270,Customer_270,customer_270@kalvium.community,Startup,2023-03-31,409.34,Central
271,Customer_271,customer_271@kalvium.community,SMB,2023-04-01,336.04,North
272,Customer_272,customer_272@kalvium.community,SMB,2023-04-01,778.31,Central
273,Customer_273,customer_273@kalvium.community,SMB,2023-04-01,675.97,Central
274,Customer_274,customer_274@kalvium.community,Enterprise,2023-04-02,1144.21,East
275,Customer_275,customer_275@kalvium.community,Startup,2023-04-02,706.8,West
276,Customer_276,customer_276@kalvium.community,Startup,2023-04-02,913.15,South
277,Customer_277,customer_277@kalvium.community,SMB,2023-04-03,1741.18,West
278,Customer_278,customer_278@kalvium.community,Startup,2023-04-03,1193.96,East
279,Customer_279,customer_279@kalvium.community,SMB,2023-04-03,395.58,East
280,Customer_280,customer_280@kalvium.community,SMB,2023-04-04,436.15,East
281,Customer_281,customer_281@kalvium.community,SMB,2023-04-04,662.74,North
282,Customer_282,customer_282@kalvium.community,Startup,2023-04-04,413.5,West
283,Customer_283,customer_283@kalvium.community,Startup,2023-04-05,1510.21,West
284,Customer_284,customer_284@kalvium.community,Enterprise,2023-04-05,399.11,Central
285,Customer_285,customer_285@kalvium.community,Startup,2023-04-05,1329.65,Central
286,Customer_286,customer_286@kalvium.community,Enterprise,2023-04-06,108.69,Central
287,Customer_287,customer_287@kalvium.community,Startup,2023-04-06,889.54,East
288,Customer_288,customer_288@kalvium.community,Startup,2023-04-06,1468.32,West
289,Customer_289,customer_289@kalvium.community,Startup,2023-04-07,1195.76,East
290,Customer_290,customer_290@kalvium.community,Startup,2023-04-07,1096.48,North
291,Customer_291,customer_291@kalvium.community,Enterprise,2023-04-07,869.59,Central
292,Customer_292,customer_292@kalvium.community,Enterprise,2023-04-08,683.19,East
293,Customer_293,customer_293@kalvium.community,SMB,2023-04-08,924.31,East
294,Customer_294,customer_294@kalvium.community,Startup,2023-04-08,1162.79,North
295,Customer_295,customer_295@kalvium.community,Enterprise,2023-04-09,637.35,South
296,Customer_296,customer_296@kalvium.community,Startup,2023-04-09,1077.01,West
297,Customer_297,customer_297@kalvium.community,SMB,2023-04-09,478.38,South
298,Customer_298,customer_298@kalvium.community,Enterprise,2023-04-10,191.84,Central
299,Customer_299,customer_299@kalvium.community,Startup,2023-04-10,767.38,East
300,Customer_300,customer_300@kalvium.community,Enterprise,2023-04-10,273.37,North
301,Customer_301,customer_301@kalvium.community,Enterprise,2023-04-11,410.73,North
302,Customer_302,customer_302@kalvium.community,Startup,2023-04-11,1618.63,West
303,Customer_303,customer_303@kalvium.community,Startup,2023-04-11,2011.55,South
304,Customer_304,customer_304@kalvium.community,Startup,2023-04-12,388.18,West
305,Customer_305,customer_305@kalvium.community,SMB,2023-04-12,670.55,East
306,Customer_306,customer_306@kalvium.community,Enterprise,2023-04-12,414.53,West
307,Customer_307,customer_307@kalvium.community,Startup,2023-04-13,180.46,North
308,Customer_308,customer_308@kalvium.community,Startup,2023-04-13,1015.28,North
309,Customer_309,customer_309@kalvium.community,SMB,2023-04-13,511.89,Central
310,Customer_310,customer_310@kalvium.community,Startup,2023-04-14,312.71,Central
311,Customer_311,customer_311@kalvium.community,Startup,2023-04-14,595.65,East
312,Customer_312,customer_312@kalvium.community,Enterprise,2023-04-14,0.0,South
313,Customer_313,customer_313@kalvium.community,Enterprise,2023-04-15,1424.49,West
314,Customer_314,customer_314@kalvium.community,Enterprise,2023-04-15,1601.97,East
315,Customer_315,customer_315@kalvium.community,SMB,2023-04-15,853.17,Central
316,Customer_316,customer_316@kalvium.community,Startup,2023-04-16,269.36,West
317,Customer_317,customer_317@kalvium.community,Startup,2023-04-16,675.12,Central
318,Customer_318,customer_318@kalvium.community,Enterprise,2023-04-16,682.4,West
319,Customer_319,customer_319@kalvium.community,Enterprise,2023-04-17,218.21,South
320,Customer_320,customer_320@kalvium.community,Startup,2023-04-17,544.79,East
321,Customer_321,customer_321@kalvium.community,Startup,2023-04-17,840.31,West
322,Customer_322,customer_322@kalvium.community,SMB,2023-04-18,146.26,North
323,Customer_323,customer_323@kalvium.community,Startup,2023-04-18,311.16,North
324,Customer_324,customer_324@kalvium.community,Startup,2023-04-18,623.62,West
325,Customer_325,customer_325@kalvium.community,Enterprise,2023-04-19,164.75,West
326,Customer_326,customer_326@kalvium.community,SMB,2023-04-19,178.26,West
327,Customer_327,customer_327@kalvium.community,Startup,2023-04-19,1147.48,North
328,Customer_328,customer_328@kalvium.community,Startup,2023-04-20,157.21,North
329,Customer_329,customer_329@kalvium.community,Startup,2023-04-20,273.52,West
330,Customer_330,customer_330@kalvium.community,Enterprise,2023-04-20,296.73,Central
331,Customer_331,customer_331@kalvium.community,Startup,2023-04-21,765.89,Central
332,Customer_332,customer_332@kalvium.community,SMB,2023-04-21,768.43,South
333,Customer_333,customer_333@kalvium.community,Enterprise,2023-04-21,538.09,East
334,Customer_334,customer_334@kalvium.community,Enterprise,2023-04-22,737.26,Central
335,Customer_335,customer_335@kalvium.community,Enterprise,2023-04-22,792.21,North
336,Customer_336,customer_336@kalvium.community,Enterprise,2023-04-22,685.47,Central
337,Customer_337,customer_337@kalvium.community,SMB,2023-04-23,1143.23,South
338,Customer_338,customer_338@kalvium.community,SMB,2023-04-23,639.91,South
339,Customer_339,customer_339@kalvium.community,Startup,2023-04-23,1503.9,East
340,Customer_340,customer_340@kalvium.community,Enterprise,2023-04-24,471.65,Central
341,Customer_341,customer_341@kalvium.community,Startup,2023-04-24,612.61,North
342,Customer_342,customer_342@kalvium.community,Startup,2023-04-24,515.22,North
343,Customer_343,customer_343@kalvium.community,Enterprise,2023-04-25,1548.34,West
344,Customer_344,customer_344@kalvium.community,Startup,2023-04-25,974.04,North
345,Customer_345,customer_345@kalvium.community,Startup,2023-04-25,1191.28,East
346,Customer_346,customer_346@kalvium.community,Startup,2023-04-26,0.0,East
347,Customer_347,customer_347@kalvium.community,Startup,2023-04-26,48.53,North
348,Customer_348,customer_348@kalvium.community,Enterprise,2023-04-26,579.88,North
349,Customer_349,customer_349@kalvium.community,Startup,2023-04-27,1272.37,West
350,Customer_350,customer_350@kalvium.community,Startup,2023-04-27,606.34,North
351,Customer_351,customer_351@kalvium.community,Startup,2023-04-27,723.33,West
352,Customer_352,customer_352@kalvium.community,SMB,2023-04-28,253.39,West
353,Customer_353,customer_353@kalvium.community,Startup,2023-04-28,180.89,North
354,Customer_354,customer_354@kalvium.community,Enterprise,2023-04-28,919.29,South
355,Customer_355,customer_355@kalvium.community,Enterprise,2023-04-29,2196.81,South
356,Customer_356,customer_356@kalvium.community,Startup,2023-04-29,911.56,West
357,Customer_357,customer_357@kalvium.community,Enterprise,2023-04-29,293.85,North
358,Customer_358,customer_358@kalvium.community,Startup,2023-04-30,856.1,South
359,Customer_359,customer_359@kalvium.community,Enterprise,2023-04-30,233.25,North
360,Customer_360,customer_360@kalvium.community,Startup,2023-04-30,951.88,North
361,Customer_361,customer_361@kalvium.community,Startup,2023-05-01,883.41,North
362,Customer_362,customer_362@kalvium.community,Startup,2023-05-01,532.24,Central
363,Customer_363,customer_363@kalvium.community,Startup,2023-05-01,205.14,North
364,Customer_364,customer_364@kalvium.community,Startup,2023-05-02,1384.69,Central
